ID,Sales_Person,Customer_Name,Car_Make,Car_Model,Car_Year,Sale_Price,Commission_Rate,Commission_Earned,Year,Month,Month_ID,Day,Day_ID,Day_Index,,,
9943,Michelle Ponce,Jasmine Roberts,Ford,Altima,2018,27192,0.07447721,2025.18,2022,December,12,Thursday,4,1,,,
9944,Amanda Glenn,Ricardo Soto,Honda,Corolla,2014,28455,0.067942248,1933.3,2023,January,1,Monday,1,9,,,
9945,Melanie Rose,Anthony Long,Toyota,Altima,2013,36699,0.084912012,3116.19,2022,September,9,Monday,1,5,,,
9946,Sara White MD,William Thompson,Nissan,F-150,2012,28001,0.112642197,3154.09,2022,September,9,Tuesday,2,20,,,
9947,Patricia Schneider,Jessica Peterson,Toyota,Civic,2012,37914,0.105880092,4014.34,2023,April,4,Monday,1,24,,,
9948,Yolanda Ingram,Luis Hall,Honda,Corolla,2019,36721,0.127344952,4676.23,2022,July,7,Tuesday,2,19,,,
9949,Dr. Barry Hayes DDS,Timothy Miller,Honda,Altima,2016,13714,0.057161074,783.91,2023,March,3,Sunday,7,5,,,
9950,Mark Lopez II,Kimberly Reyes,Nissan,F-150,2018,16070,0.106301818,1708.27,2022,September,9,Thursday,4,15,,,
9951,Perry Davidson,Mrs. Kimberly Hammond,Toyota,F-150,2016,28468,0.081253368,2313.12,2023,March,3,Friday,5,24,,,
9952,Cynthia Stevens,Christine Ramos,Ford,F-150,2011,11985,0.113580863,1361.27,2022,December,12,Sunday,7,25,,,
9953,Julie Neal,Albert Anderson,Nissan,Altima,2016,36208,0.142046047,5143.2,2023,January,1,Sunday,7,29,,,
9954,Angela Martinez,Steven Wright,Toyota,Altima,2011,18526,0.115500862,2139.77,2023,March,3,Thursday,4,9,,,
9955,Tammy Roberts,Angela Beck,Honda,Corolla,2013,35586,0.063836494,2271.69,2022,June,6,Saturday,6,11,,,
9956,Gregory Jacobson,Tracey Hunter,Ford,Silverado,2021,19044,0.075462793,1437.11,2022,August,8,Friday,5,5,,,
9957,Margaret Watson,James Johnson,Toyota,Altima,2022,31426,0.149614421,4701.78,2022,August,8,Tuesday,2,2,,,
9958,Marie Alvarez,Tina Kelly,Nissan,Altima,2013,39945,0.080086189,3199.04,2022,October,10,Saturday,6,15,,,
9959,Michael Edwards,Ryan Pena,Honda,Altima,2019,29073,0.050151862,1458.07,2022,December,12,Tuesday,2,20,,,
9960,Erica Tucker,Paul Gentry,Toyota,Corolla,2011,28563,0.052442079,1497.9,2022,November,11,Monday,1,28,,,
9961,Brett Morales,Todd Mullins,Ford,Corolla,2012,38034,0.118770952,4517.33,2022,October,10,Wednesday,3,12,,,
9962,Scott Jackson,Thomas Williams,Toyota,F-150,2016,26114,0.070606097,1843.81,2022,September,9,Monday,1,12,,,
9963,David Boyer,Cathy Kennedy,Chevrolet,Altima,2014,34657,0.075492162,2616.33,2022,August,8,Sunday,7,21,,,
9964,Lisa Douglas,Sara Haynes,Nissan,F-150,2014,38376,0.127681455,4899.9,2023,March,3,Friday,5,10,,,
9965,Jason Knapp,Patricia Potter,Nissan,Silverado,2013,40837,0.088104648,3597.93,2022,August,8,Saturday,6,13,,,
9966,Michelle Wright,Derek Payne,Nissan,Civic,2013,45307,0.134507069,6094.11,2023,April,4,Wednesday,3,12,,,
9967,Ryan Thomas,Shannon Hall,Honda,F-150,2013,15322,0.121870822,1867.3,2022,May,5,Saturday,6,7,,,
9968,Christopher Richards,Monica Kim,Nissan,Civic,2019,37593,0.12604868,4738.55,2022,July,7,Saturday,6,2,,,
9969,Timothy Wheeler,Alexis Cook,Toyota,Civic,2010,44687,0.113070863,5052.8,2022,June,6,Thursday,4,30,,,
9970,Jimmy Lopez,Elizabeth Mejia,Nissan,Civic,2022,42061,0.14251397,5994.28,2022,July,7,Saturday,6,9,,,
9971,Christopher Bishop,Toni Jones,Toyota,F-150,2022,37405,0.13709041,5127.87,2022,July,7,Friday,5,8,,,
9972,Virginia Elliott,John Lopez,Chevrolet,Civic,2012,46460,0.148539974,6901.17,2022,August,8,Wednesday,3,24,,,
9973,Traci Frederick,Jon Butler,Chevrolet,F-150,2020,28696,0.117632185,3375.57,2022,October,10,Monday,1,10,,,
9974,Jason Stevens,Jasmine Gonzalez,Chevrolet,Corolla,2016,47636,0.146993854,7002.2,2022,September,9,Thursday,4,15,,,
9975,Brandon Miller,Marie Ruiz,Nissan,Civic,2020,11965,0.145310809,1738.64,2023,February,2,Wednesday,3,15,,,
9976,Nicole Patel,April Meyer,Toyota,Corolla,2015,27586,0.13959596,3850.89,2022,October,10,Monday,1,3,,,
9977,David Tanner,Frederick Chen,Honda,F-150,2017,22202,0.098631729,2189.82,2022,July,7,Saturday,6,9,,,
9978,Jonathan Green,Jason Hill,Chevrolet,Corolla,2019,19598,0.097878485,1918.22,2022,May,5,Monday,1,23,,,
9979,Benjamin Stewart,Stephen Miller,Chevrolet,Civic,2010,33560,0.14723095,4941.07,2022,June,6,Thursday,4,2,,,
9980,Lisa Taylor,Maria Chung,Toyota,Silverado,2013,37883,0.085323396,3232.31,2023,January,1,Thursday,4,12,,,
9981,Anthony Martin,Rachel Palmer,Honda,Civic,2017,31780,0.071474792,2271.47,2022,July,7,Wednesday,3,20,,,
9982,Ricky Wright,Laura Lewis,Toyota,Altima,2014,26862,0.102492622,2753.16,2022,November,11,Saturday,6,12,,,
9983,Michael Payne,Angel Cox,Ford,Altima,2019,23141,0.052175628,1207.4,2022,October,10,Tuesday,2,4,,,
9984,Steven Garcia,Amanda Watson MD,Chevrolet,Altima,2015,20014,0.107420215,2149.91,2022,August,8,Wednesday,3,17,,,
9985,Isabel Pittman,Robert Rice,Chevrolet,Altima,2013,15000,0.135683093,2035.25,2023,March,3,Wednesday,3,22,,,
9986,Michael Hinton,Kimberly Adkins,Honda,F-150,2018,41143,0.097716065,4020.33,2023,January,1,Friday,5,27,,,
9987,Andrew Cochran,Lauren Park,Chevrolet,Silverado,2015,42216,0.132368746,5588.08,2023,March,3,Tuesday,2,7,,,
9988,Andrew Shields,Lawrence Holder,Ford,F-150,2017,44091,0.142161801,6268.06,2022,October,10,Sunday,7,23,,,
9989,Cynthia Castaneda,Grace Mason,Nissan,Silverado,2012,26275,0.112742778,2962.32,2023,April,4,Friday,5,28,,,
9990,Michael Johnson,Garrett Barton,Chevrolet,F-150,2015,23449,0.061585401,1444.12,2022,June,6,Tuesday,2,21,,,
9991,Todd Schmidt,Jennifer Scott,Chevrolet,Civic,2014,14142,0.06325109,894.5,2023,January,1,Monday,1,9,,,
9992,Victor Graham,Dr. Chelsea Craig MD,Nissan,F-150,2019,43808,0.092924957,4070.86,2022,September,9,Thursday,4,8,,,
9993,John Baker,Mrs. Amy Wilson,Nissan,F-150,2022,41088,0.056788911,2333.34,2022,September,9,Sunday,7,4,,,
9994,Derek Lee,Jason Gardner,Chevrolet,F-150,2016,14953,0.12551764,1876.87,2022,December,12,Friday,5,23,,,
9995,Jamie Burgess,Molly Watson,Toyota,Civic,2010,21729,0.064116042,1393.18,2022,July,7,Friday,5,1,,,
9996,Donald Johnson,Erik Kramer,Toyota,Civic,2018,35515,0.129874626,4612.5,2022,October,10,Friday,5,21,,,
9997,Patricia Morales,Brenda Morris,Toyota,F-150,2016,38355,0.106128851,4070.57,2022,July,7,Saturday,6,9,,,
9998,Andrew Patterson,Jessica Terry,Chevrolet,Civic,2014,42952,0.146054864,6273.35,2022,July,7,Sunday,7,3,,,
9999,Ann Gonzalez,Kimberly Marquez,Chevrolet,Corolla,2012,11372,0.12054479,1370.84,2023,January,1,Wednesday,3,25,,,
10000,Rachel Young,Derek Acosta,Chevrolet,Civic,2022,24603,0.119586409,2942.18,2023,April,4,Monday,1,3,,,
10001,Michael Hall,Rachel Ramirez,Toyota,Civic,2020,38716,0.056698226,2195.13,2022,June,6,Friday,5,3,,,
10002,Jennifer Mcpherson,Kristina Harris,Honda,Civic,2010,21147,0.059279212,1253.58,2022,May,5,Sunday,7,1,,,
10003,Carrie Cobb,Lauren Hudson,Honda,Civic,2010,25613,0.068545251,1755.65,2022,August,8,Saturday,6,13,,,
10004,Joseph Chang,Catherine Tucker,Ford,Corolla,2020,17731,0.073063775,1295.49,2023,April,4,Sunday,7,9,,,
10005,Sarah Rivera,Stephanie Peterson,Chevrolet,Silverado,2019,37250,0.098662534,3675.18,2022,August,8,Sunday,7,21,,,
10006,Todd Moore,George King,Toyota,Corolla,2015,40327,0.088377065,3563.98,2022,June,6,Wednesday,3,29,,,
10007,Mr. Brandon West,Shane Williams,Ford,F-150,2010,47626,0.127142973,6055.31,2022,October,10,Friday,5,21,,,
10008,April English,Jesse Green,Honda,Civic,2017,45682,0.053162841,2428.58,2022,May,5,Friday,5,20,,,
10009,Katherine Huang,Justin Donaldson,Chevrolet,Silverado,2018,28507,0.140168235,3995.78,2023,February,2,Saturday,6,25,,,
10010,Cheyenne Hicks,Joseph Fuller,Honda,Silverado,2020,11966,0.088702777,1061.42,2023,February,2,Sunday,7,5,,,
10011,Steve Myers,Mr. David Juarez,Toyota,F-150,2010,34536,0.145791802,5035.07,2023,April,4,Wednesday,3,12,,,
10012,Natalie Rodriguez,Terry Boyd,Honda,F-150,2019,28639,0.087303455,2500.28,2022,May,5,Tuesday,2,3,,,
10013,Abigail Baker,Annette Moore,Honda,Corolla,2019,48335,0.140751209,6803.21,2022,June,6,Wednesday,3,15,,,
10014,Christopher Glass,Susan Day,Toyota,Silverado,2019,31684,0.060980434,1932.1,2023,February,2,Monday,1,13,,,
10015,Lisa Patterson,Amber Lewis,Toyota,Altima,2016,43427,0.058363,2534.53,2022,June,6,Monday,1,20,,,
10016,Hannah Anderson,Tracy Henry,Chevrolet,Civic,2019,38922,0.12207527,4751.41,2022,July,7,Saturday,6,23,,,
10017,William Petty,Phillip Schroeder,Toyota,Civic,2020,44116,0.084598978,3732.17,2023,April,4,Thursday,4,13,,,
10018,Kevin Morgan,Susan Romero,Honda,Civic,2022,32542,0.11494416,3740.51,2022,June,6,Wednesday,3,29,,,
10019,Peter Cole,Steven Brown,Honda,Corolla,2011,19695,0.13590151,2676.58,2022,May,5,Saturday,6,7,,,
10020,Alyssa Clark,Jason Rowland,Nissan,Corolla,2011,13406,0.085194431,1142.12,2022,November,11,Tuesday,2,15,,,
10021,Thomas Luna,Peter Glenn,Ford,Silverado,2014,11307,0.086276837,975.53,2023,April,4,Tuesday,2,18,,,
10022,Sean Beasley,Heather Robertson,Ford,Corolla,2016,41937,0.110205631,4621.69,2022,August,8,Wednesday,3,31,,,
10023,Karen Ali,Gabrielle Esparza,Honda,Silverado,2012,11764,0.08333212,980.32,2022,May,5,Tuesday,2,3,,,
10024,Michael Gutierrez,Nicole Arias,Chevrolet,Corolla,2017,45607,0.130896176,5969.78,2022,July,7,Tuesday,2,19,,,
10025,Tammy Ayala,George Hood,Toyota,Civic,2020,34739,0.095568877,3319.97,2023,February,2,Monday,1,6,,,
10026,Jennifer Mitchell,Jason Cummings,Honda,Altima,2018,14850,0.092208183,1369.29,2022,November,11,Sunday,7,13,,,
10027,Anna Webster,Cynthia Davis,Honda,Civic,2014,22849,0.120922917,2762.97,2023,February,2,Friday,5,24,,,
10028,Traci Roach,Marissa Whitehead,Toyota,Civic,2019,47811,0.091775167,4387.86,2023,March,3,Tuesday,2,28,,,
10029,Stacey Oliver,Emily Harvey,Honda,Altima,2014,25320,0.082286921,2083.5,2023,January,1,Wednesday,3,18,,,
10030,Shannon Porter,Tara Fernandez,Chevrolet,Silverado,2022,13517,0.085726452,1158.76,2022,November,11,Sunday,7,6,,,
10031,Jennifer Clark,Shannon Franklin,Toyota,Altima,2011,19501,0.096526517,1882.36,2023,January,1,Saturday,6,14,,,
10032,Elizabeth Robinson,Brent Shaw,Chevrolet,F-150,2022,48894,0.106639048,5214.01,2023,March,3,Sunday,7,5,,,
10033,Shannon Strong,Jeffrey Obrien,Toyota,Altima,2022,36142,0.124955527,4516.14,2023,March,3,Wednesday,3,8,,,
10034,Tracy Randall,Jean Graham,Nissan,F-150,2021,40658,0.05854384,2380.28,2022,September,9,Friday,5,16,,,
10035,Andrew Wilson,Sarah King,Nissan,Corolla,2015,35625,0.122608417,4367.92,2023,January,1,Sunday,7,22,,,
10036,Bradley Haynes,John Bruce,Ford,Corolla,2010,46435,0.130239839,6047.69,2022,July,7,Tuesday,2,19,,,
10037,Adam Mcgee,Robert Carlson,Toyota,Altima,2015,36029,0.101197826,3646.06,2023,January,1,Tuesday,2,31,,,
10038,Lori Rosario,Christopher Smith,Toyota,Civic,2017,38629,0.096008844,3708.73,2023,January,1,Monday,1,30,,,
10039,Antonio Flores,Kimberly Ballard,Nissan,Silverado,2019,44109,0.071700146,3162.62,2022,December,12,Friday,5,30,,,
10040,Jennifer Drake,George Simpson,Toyota,Altima,2021,15641,0.05500272,860.3,2023,March,3,Tuesday,2,7,,,
10041,Dennis Green,Brett Sanchez,Chevrolet,Silverado,2011,13878,0.092948968,1289.95,2023,March,3,Thursday,4,16,,,
10042,Teresa Wright,Michael Crosby,Chevrolet,Civic,2013,38257,0.148398842,5677.29,2022,September,9,Wednesday,3,7,,,
10043,Joseph Carr,Samantha Hunt DVM,Toyota,Silverado,2010,28192,0.087785189,2474.84,2022,June,6,Tuesday,2,21,,,
10044,Allison Holmes,Mark Foster,Ford,Civic,2010,25597,0.095320952,2439.93,2023,February,2,Sunday,7,12,,,
10045,Mary Stewart,Kathy Jones,Ford,Civic,2016,47155,0.101731366,4797.14,2023,January,1,Tuesday,2,17,,,
10046,Shelly Green,Philip Hunt,Ford,Corolla,2015,33985,0.131363996,4464.41,2022,November,11,Friday,5,11,,,
10047,Michelle Riley,Nicole Bryant,Nissan,Corolla,2010,43639,0.086508713,3775.15,2022,June,6,Sunday,7,12,,,
10048,Justin Vargas,Taylor Dickson,Nissan,Corolla,2020,38252,0.130528939,4992.99,2022,July,7,Wednesday,3,27,,,
10049,Mercedes Graham,Robert Hunt,Honda,Civic,2014,40773,0.088917802,3625.45,2022,September,9,Tuesday,2,20,,,
10050,Emily Ramirez,Gregory Fletcher,Nissan,Corolla,2011,26727,0.104270975,2786.85,2023,February,2,Monday,1,6,,,
10051,Derek Smith,Tina Madden,Ford,Civic,2013,10991,0.092626722,1018.06,2023,March,3,Thursday,4,2,,,
10052,Michele Powell,Danny Kennedy,Ford,Civic,2013,10850,0.093308832,1012.4,2023,February,2,Friday,5,10,,,
10053,Eric Stevens,Brendan Shelton DDS,Nissan,Civic,2021,20954,0.088083354,1845.7,2022,August,8,Wednesday,3,10,,,
10054,Mark Brown,Denise Burns,Nissan,Altima,2011,33958,0.075496207,2563.7,2022,July,7,Friday,5,29,,,
10055,Robert Stephens,Jessica Ramos,Ford,Silverado,2015,41035,0.103000576,4226.63,2022,June,6,Tuesday,2,28,,,
10056,Gerald Porter,Kelli Spears,Toyota,Civic,2022,28340,0.118053944,3345.65,2022,December,12,Wednesday,3,7,,,
10057,Joshua Elliott,Caitlin Shaw,Toyota,F-150,2010,20714,0.062160779,1287.6,2022,August,8,Wednesday,3,24,,,
10058,Christopher Price,Mrs. Tamara Vance,Ford,F-150,2014,41374,0.102666428,4247.72,2023,February,2,Saturday,6,18,,,
10059,Hunter Clay,Leonard Fisher,Chevrolet,Altima,2015,35803,0.102697149,3676.87,2022,September,9,Friday,5,23,,,
10060,Paul Clark,Nancy Doyle,Nissan,Corolla,2012,36815,0.063512635,2338.22,2022,August,8,Thursday,4,4,,,
10061,Glenn Munoz,Daniel Ball,Ford,F-150,2010,35691,0.120368155,4296.06,2022,July,7,Monday,1,25,,,
10062,Jennifer Gray,Kristen Hicks,Chevrolet,Corolla,2016,34102,0.133604693,4556.19,2022,August,8,Monday,1,22,,,
10063,Rachael Gates,Elizabeth Price,Nissan,Civic,2017,39399,0.061396742,2418.97,2023,March,3,Thursday,4,16,,,
10064,Jessica Banks,Kimberly Rogers,Nissan,Silverado,2014,30157,0.117915977,3555.99,2023,March,3,Monday,1,27,,,
10065,Glenn Holt,Gail Payne,Nissan,Silverado,2010,33229,0.053699876,1784.39,2023,March,3,Friday,5,10,,,
10066,James Edwards,Julie Martin,Chevrolet,Altima,2017,42783,0.050912514,2178.19,2023,March,3,Thursday,4,30,,,
10067,Lauren Medina,Dustin Castillo,Toyota,Corolla,2018,10467,0.056004448,586.2,2022,July,7,Saturday,6,30,,,
10068,Casey Stewart,Jill Fitzpatrick,Chevrolet,Civic,2018,10720,0.120086398,1287.33,2022,November,11,Wednesday,3,9,,,
10069,Matthew Maddox,Bobby Taylor,Nissan,Altima,2014,48545,0.097142969,4715.81,2022,September,9,Monday,1,5,,,
10070,Megan Washington,Ashley Chavez,Ford,Silverado,2014,33133,0.076225742,2525.59,2022,May,5,Tuesday,2,17,,,
10071,Michael Branch,Eric Rodriguez,Toyota,Corolla,2011,13397,0.056622905,758.58,2022,October,10,Wednesday,3,26,,,
10072,Erika Mckinney,Scott Robinson,Nissan,Corolla,2010,13251,0.108782352,1441.47,2022,November,11,Thursday,4,17,,,
10073,Matthew Fisher,Matthew Griffin,Ford,Altima,2016,29983,0.106260089,3186,2022,May,5,Saturday,6,28,,,
10074,Misty Stewart,Jose Miles,Toyota,F-150,2015,16215,0.097567749,1582.06,2022,November,11,Monday,1,7,,,
10075,Nicole Holmes,Patricia Alvarado,Ford,Corolla,2014,22641,0.120307186,2723.88,2022,August,8,Wednesday,3,24,,,
10076,Elizabeth Raymond,Michael Bishop,Ford,F-150,2012,14415,0.144329347,2080.51,2022,October,10,Wednesday,3,5,,,
10077,Rebecca Roman,Colton Wood,Chevrolet,Silverado,2011,22268,0.127918531,2848.49,2022,December,12,Thursday,4,22,,,
10078,Dr. Jessica Davis,John Johnson,Honda,F-150,2015,21020,0.051948869,1091.97,2023,April,4,Sunday,7,16,,,
10079,Benjamin Mckenzie,Nicole Hobbs,Nissan,Civic,2011,24759,0.107317568,2657.08,2023,February,2,Tuesday,2,28,,,
10080,Tanya Mcgee DVM,Eric Ross,Nissan,Corolla,2013,16715,0.092933049,1553.38,2022,July,7,Tuesday,2,26,,,
10081,Jerry Mitchell,Felicia Spencer,Ford,Civic,2017,44666,0.144882937,6471.34,2022,November,11,Monday,1,21,,,
10082,Russell Wilson,Kevin Guerrero,Toyota,F-150,2022,49902,0.067111968,3349.02,2022,December,12,Friday,5,9,,,
10083,James Bowman,Diane Mcdonald,Chevrolet,Corolla,2013,17468,0.079173646,1383.01,2023,January,1,Monday,1,23,,,
10084,Gary Hernandez,Michael Odom,Nissan,Silverado,2017,46626,0.143702216,6700.26,2023,March,3,Monday,1,6,,,
10085,Kara Flores,Deborah Johnson,Ford,Silverado,2017,27525,0.122099656,3360.79,2022,September,9,Wednesday,3,21,,,
10086,Tracey Peterson,Kevin Thompson,Honda,Civic,2016,23661,0.101518085,2402.02,2022,November,11,Saturday,6,5,,,
10087,Bethany Smith,Jared Jenkins,Toyota,Silverado,2020,41079,0.057976682,2381.62,2022,May,5,Sunday,7,15,,,
10088,Allison Stein,Edward Parker,Nissan,Civic,2010,45877,0.081808308,3753.12,2023,January,1,Wednesday,3,18,,,
10089,Brandon Hicks,Deborah Weiss,Honda,Corolla,2021,37519,0.074956627,2812.3,2022,December,12,Saturday,6,17,,,
10090,Elizabeth Potter,Christopher Garcia,Toyota,Silverado,2020,10541,0.103435122,1090.31,2022,June,6,Thursday,4,16,,,
10091,Ashley Odom,Kevin Nelson,Chevrolet,Civic,2018,49201,0.051917289,2554.38,2022,October,10,Friday,5,14,,,
10092,David Baldwin,Michael Pearson,Ford,Civic,2022,44170,0.112098312,4951.38,2022,December,12,Wednesday,3,28,,,
10093,Denise Knight,Joshua Harris,Nissan,F-150,2012,42564,0.147352954,6271.93,2022,June,6,Saturday,6,18,,,
10094,Dustin Hicks,Max Morrison,Toyota,Silverado,2019,45747,0.08767256,4010.76,2022,August,8,Wednesday,3,31,,,
10095,Antonio Harrison,Amanda Barnes,Ford,Civic,2021,43956,0.128382315,5643.17,2022,October,10,Tuesday,2,11,,,
10096,Maria Hammond,Richard Richardson,Toyota,F-150,2014,24336,0.097597452,2375.13,2022,May,5,Monday,1,9,,,
10097,Eric Burke,Laura Moore,Toyota,Silverado,2014,40604,0.053324143,2165.17,2022,June,6,Sunday,7,19,,,
10098,Nicole Williams,Colleen Watson,Chevrolet,Silverado,2010,46542,0.135220227,6293.42,2022,October,10,Friday,5,14,,,
10099,Phillip Williams,Erica Vazquez,Ford,Civic,2020,47759,0.119197092,5692.73,2022,November,11,Monday,1,14,,,
10100,Raymond Parker,Krystal Tucker,Toyota,Silverado,2021,49113,0.10467372,5140.84,2022,June,6,Monday,1,13,,,
10101,Joe Beltran,Danielle Irwin,Honda,Silverado,2016,23845,0.057268122,1365.56,2023,April,4,Thursday,4,13,,,
10102,Mario Matthews,Jay Jensen,Ford,Altima,2015,42569,0.073456681,3126.98,2023,May,5,Monday,1,1,,,
10103,Eric James,James Rogers,Chevrolet,F-150,2019,48600,0.143741365,6985.83,2023,March,3,Thursday,4,9,,,
10104,Cynthia Snyder,Stephanie Terry,Toyota,Silverado,2011,49076,0.132971596,6525.71,2022,November,11,Sunday,7,6,,,
10105,Dr. Michael Harrison Jr.,Trevor Kemp,Chevrolet,F-150,2020,45132,0.138457279,6248.85,2023,April,4,Friday,5,28,,,
10106,Ryan Patterson,Gary Huynh,Nissan,Silverado,2019,44899,0.124409501,5585.86,2023,March,3,Thursday,4,30,,,
10107,Jack Kelly,Louis Morgan,Honda,Civic,2020,34224,0.10643041,3642.47,2022,June,6,Tuesday,2,21,,,
10108,Shari Herman,Tina Alvarez,Chevrolet,F-150,2020,34786,0.094189024,3276.46,2022,December,12,Thursday,4,22,,,
10109,Tom Weaver,Kevin Martin,Chevrolet,Altima,2017,25019,0.064545189,1614.86,2022,May,5,Saturday,6,21,,,
10110,Aaron Ellis,Mr. Michael Bell MD,Toyota,Silverado,2010,47479,0.078466526,3725.51,2023,February,2,Wednesday,3,1,,,
10111,Jason Ford,Lisa Villarreal,Honda,Silverado,2021,36849,0.124490282,4587.34,2022,November,11,Monday,1,7,,,
10112,Kimberly Johnson,Jessica Santiago,Toyota,Corolla,2019,18969,0.106652142,2023.08,2022,June,6,Tuesday,2,7,,,
10113,Jessica Martin,Amanda Hughes,Nissan,Civic,2015,13722,0.132894298,1823.58,2022,May,5,Saturday,6,14,,,
10114,Matthew Stark,Traci Irwin,Honda,Silverado,2020,33046,0.055053931,1819.31,2022,December,12,Saturday,6,10,,,
10115,Mr. Jonathan Andrews MD,Andrew Kelley,Honda,Silverado,2019,21692,0.148261165,3216.08,2023,March,3,Saturday,6,18,,,
10116,Keith Jordan,Mr. David Moore DDS,Toyota,Corolla,2017,38530,0.088353493,3404.26,2022,August,8,Sunday,7,21,,,
10117,Logan Pierce,Jonathan Crawford,Ford,Civic,2011,41547,0.128296681,5330.34,2022,October,10,Saturday,6,8,,,
10118,Amanda Delgado,Colleen Roberts,Honda,Altima,2021,14200,0.106335275,1509.96,2023,January,1,Thursday,4,5,,,
10119,Andre Lynch,John Roberts,Chevrolet,Altima,2021,25443,0.077341321,1967.8,2022,December,12,Wednesday,3,28,,,
10120,Michael Watts,Rose Martinez,Ford,Civic,2017,35912,0.096000562,3447.57,2023,January,1,Sunday,7,29,,,
10121,Mikayla Pennington,Juan Williams,Nissan,Civic,2012,16579,0.073578196,1219.85,2022,September,9,Wednesday,3,14,,,
10122,Renee Peterson,Susan Summers,Honda,Altima,2018,41883,0.100718082,4218.38,2022,September,9,Saturday,6,17,,,
10123,Victoria Green,Christopher Anderson,Ford,Altima,2019,19285,0.114668022,2211.37,2022,July,7,Monday,1,4,,,
10124,Autumn Jones,Jason Weaver,Nissan,F-150,2013,22061,0.147885726,3262.51,2022,July,7,Saturday,6,23,,,
10125,Shannon Adams,Holly Bullock,Nissan,Civic,2021,28827,0.102637372,2958.73,2023,February,2,Tuesday,2,7,,,
10126,Rachel Cooper,Adrian Johnson,Chevrolet,Corolla,2014,43188,0.135884794,5868.59,2023,March,3,Thursday,4,23,,,
10127,Kevin Walker,Rachel Bishop,Ford,Civic,2022,19935,0.05087416,1014.18,2022,December,12,Monday,1,19,,,
10128,David Walker,Frederick Gilmore,Nissan,Silverado,2018,26797,0.072953466,1954.93,2023,April,4,Friday,5,28,,,
10129,Susan Powell,Stacey Jensen,Honda,Corolla,2015,11853,0.106785962,1265.73,2023,April,4,Friday,5,28,,,
10130,Raven Hall,Kevin Roberts,Chevrolet,Corolla,2013,36272,0.086632797,3142.34,2022,November,11,Wednesday,3,9,,,
10131,Erin Scott,Bethany Dawson,Chevrolet,Corolla,2011,47776,0.098259781,4694.46,2022,September,9,Friday,5,30,,,
10132,Jaclyn Simpson,Lauren Johnson,Honda,Silverado,2016,38150,0.138890647,5298.68,2022,September,9,Friday,5,9,,,
10133,Michael Davies,April Smith,Chevrolet,Silverado,2022,24993,0.148049462,3700.2,2022,June,6,Saturday,6,25,,,
10134,Rachel Hughes,Belinda Flores,Chevrolet,Civic,2014,15165,0.076500483,1160.13,2022,October,10,Saturday,6,8,,,
10135,Jasmine Webb,Kristin Kelley,Toyota,Civic,2019,30835,0.100074724,3085.8,2022,August,8,Saturday,6,6,,,
10136,Katelyn Woods,Jennifer West,Nissan,Silverado,2018,15971,0.064865517,1035.97,2022,July,7,Wednesday,3,6,,,
10137,Jason Davis,Jordan Chen,Honda,Silverado,2018,21295,0.081813731,1742.22,2022,November,11,Monday,1,7,,,
